day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;80700;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;700.0
1;80800;PEARLS;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;700.0
1;80800;BANANAS;4878;24;;;;;4883;5;4885;24;;;4880.5;90.5078125
1;80900;BANANAS;4878;28;;;;;4883;7;4884;1;4885;27;4880.5;83.40625
1;80900;PEARLS;9996;1;9995;27;;;10002;7;10004;1;10005;27;9999.0;700.0
1;81000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;700.0
1;81000;BANANAS;4878;31;;;;;4884;1;4885;30;;;4881.0;86.2890625
1;81100;BANANAS;4878;24;;;;;4884;2;4885;22;;;4881.0;83.3984375
1;81100;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;700.0
1;81200;PEARLS;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;700.0
1;81200;BANANAS;4878;29;;;;;4883;4;4884;1;4885;28;4880.5;81.53125
1;81300;BANANAS;4883;1;4878;30;;;4884;30;;;;;4883.5;80.4375
1;81300;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;700.0
1;81400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;702.0
1;81400;BANANAS;4878;22;;;;;4884;1;4885;21;;;4881.0;83.5
1;81500;BANANAS;4879;3;4878;22;;;4885;22;;;;;4882.0;87.9296875
1;81500;PEARLS;9998;2;9995;22;;;10005;22;;;;;10001.5;702.0
1;81600;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;702.0
1;81600;BANANAS;4878;28;;;;;4885;28;;;;;4881.5;91.0078125
1;81700;BANANAS;4879;2;4878;24;;;4885;26;;;;;4882.0;94.515625
1;81700;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;704.0
1;81800;PEARLS;9998;5;9995;21;;;10005;21;;;;;10001.5;704.0
1;81800;BANANAS;4879;26;;;;;4885;21;;;;;4882.0;98.8125
1;81900;BANANAS;4879;28;;;;;4886;28;;;;;4882.5;103.921875
1;81900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;704.0
1;82000;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;704.0
1;82000;BANANAS;4880;25;;;;;4884;4;4886;25;;;4882.0;119.4375
1;82100;BANANAS;4880;4;4879;26;;;4886;26;;;;;4883.0;106.6796875
1;82100;PEARLS;9995;26;;;;;9998;1;10005;26;;;9996.5;704.0
1;82200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;706.0
1;82200;BANANAS;4879;30;;;;;4886;30;;;;;4882.5;116.1640625
1;82300;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;706.0
1;82300;BANANAS;4879;32;;;;;4885;2;4886;30;;;4882.0;103.796875
1;82400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;706.0
1;82400;BANANAS;4879;22;;;;;4886;22;;;;;4882.5;110.125
1;82500;PEARLS;9996;1;9995;23;;;9998;3;10004;1;10005;23;9997.0;706.0
1;82500;BANANAS;4882;1;4879;24;;;4886;24;;;;;4884.0;113.125
1;82600;PEARLS;9996;2;9995;29;;;10000;5;10004;2;10005;29;9998.0;712.0
1;82600;BANANAS;4879;31;;;;;4886;31;;;;;4882.5;112.65625
1;82700;PEARLS;9996;1;9995;29;;;10002;1;10004;1;10005;29;9999.0;712.0
1;82700;BANANAS;4880;1;4879;29;;;4884;1;4886;30;;;4882.0;114.3046875
1;82800;PEARLS;9998;10;9995;21;;;10005;21;;;;;10001.5;712.0
1;82800;BANANAS;4884;4;4880;10;4879;21;4886;21;;;;;4885.0;116.34375
1;82900;PEARLS;9998;9;9996;1;9995;20;10004;1;10005;20;;;10001.0;712.0
1;82900;BANANAS;4881;9;4880;21;;;4886;21;;;;;4883.5;120.3984375
1;83000;BANANAS;4881;8;4880;30;;;4883;2;4887;30;;;4882.0;126.8125
1;83000;PEARLS;9998;8;9996;2;9995;28;10004;2;10005;28;;;10001.0;712.0
1;83100;BANANAS;4880;26;;;;;4887;26;;;;;4883.5;134.5703125
1;83100;PEARLS;9995;26;;;;;9998;5;10005;26;;;9996.5;712.0
1;83200;BANANAS;4881;31;;;;;4888;31;;;;;4884.5;147.640625
1;83200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;722.0
1;83300;BANANAS;4881;23;;;;;4886;7;4888;23;;;4883.5;151.4921875
1;83300;PEARLS;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;722.0
1;83400;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;722.0
1;83400;BANANAS;4882;25;;;;;4888;1;4889;24;;;4885.0;163.5
1;83500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;722.0
1;83500;BANANAS;4887;1;4882;30;;;4889;30;;;;;4888.0;161.953125
1;83600;PEARLS;9998;1;9995;24;;;10005;24;;;;;10001.5;722.0
1;83600;BANANAS;4883;1;4882;24;;;4889;24;;;;;4886.0;161.625
1;83700;PEARLS;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;722.0
1;83700;BANANAS;4882;27;;;;;4886;7;4888;27;;;4884.0;159.1484375
1;83800;PEARLS;9995;22;;;;;9998;2;10005;22;;;9996.5;722.0
1;83800;BANANAS;4881;22;;;;;4888;22;;;;;4884.5;151.875
1;83900;PEARLS;9998;4;9996;1;9995;25;10004;1;10005;25;;;10001.0;726.0
1;83900;BANANAS;4883;4;4882;26;;;4888;26;;;;;4885.5;160.9375
1;84000;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;726.0
1;84000;BANANAS;4882;20;;;;;4889;21;;;;;4885.5;178.0
1;84100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;726.0
1;84100;BANANAS;4882;30;;;;;4889;30;;;;;4885.5;171.546875
1;84200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;726.0
1;84200;BANANAS;4886;1;4882;31;;;4889;31;;;;;4887.5;168.296875
1;84300;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;726.0
1;84300;BANANAS;4881;20;;;;;4882;1;4888;20;;;4881.5;155.7109375
1;84400;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;726.0
1;84400;BANANAS;4882;28;;;;;4888;2;4889;26;;;4885.0;163.125
1;84500;BANANAS;4882;2;4881;24;;;4888;24;;;;;4885.0;149.78125
1;84500;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;726.0
1;84600;BANANAS;4884;1;4881;30;;;4888;30;;;;;4886.0;146.953125
1;84600;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;726.0
1;84700;BANANAS;4882;2;4881;23;;;4886;10;4888;25;;;4884.0;155.90625
1;84700;PEARLS;9996;2;9995;23;;;10002;8;10004;2;10005;23;9999.0;726.0
1;84800;BANANAS;4882;26;;;;;4888;26;;;;;4885.0;160.890625
1;84800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;726.0
1;84900;BANANAS;4881;22;;;;;4886;5;4888;22;;;4883.5;154.4140625
1;84900;PEARLS;9995;22;;;;;10002;5;10005;22;;;9998.5;726.0
1;85000;BANANAS;4882;24;;;;;4888;1;4889;23;;;4885.0;163.2421875
1;85000;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;726.0
1;85100;BANANAS;4882;31;;;;;4887;4;4888;1;4889;30;4884.5;162.234375
1;85100;PEARLS;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;726.0
1;85200;PEARLS;10000;4;9995;21;;;10005;21;;;;;10002.5;726.0
1;85200;BANANAS;4881;21;;;;;4888;21;;;;;4884.5;150.09375
1;85300;BANANAS;4881;2;4880;28;;;4887;30;;;;;4884.0;138.2109375
1;85300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;726.0
1;85400;BANANAS;4881;22;;;;;4887;1;4888;21;;;4884.0;143.1640625
1;85400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;726.0
1;85500;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;726.0
1;85500;BANANAS;4881;21;;;;;4882;6;4887;1;4888;20;4881.5;145.03125
1;85600;PEARLS;9995;29;;;;;10002;9;10005;29;;;9998.5;726.0
1;85600;BANANAS;4881;29;;;;;4886;9;4888;29;;;4883.5;142.7734375
1;85700;BANANAS;4881;28;;;;;4888;28;;;;;4884.5;148.0390625
1;85700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;726.0
1;85800;BANANAS;4881;25;;;;;4888;25;;;;;4884.5;148.8671875
1;85800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;726.0
1;85900;PEARLS;9996;1;9995;22;;;9998;8;10004;1;10005;22;9997.0;726.0
1;85900;BANANAS;4882;23;;;;;4888;1;4889;22;;;4885.0;163.1171875
1;86000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;732.0
1;86000;BANANAS;4882;21;;;;;4888;22;;;;;4885.0;160.125
1;86100;BANANAS;4881;28;;;;;4882;1;4888;28;;;4881.5;149.8125
1;86100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;732.0
1;86200;BANANAS;4885;3;4881;28;;;4887;1;4888;27;;;4886.0;145.7734375
1;86200;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;732.0
1;86300;PEARLS;9998;10;9996;2;9995;30;10004;2;10005;30;;;10001.0;732.0
1;86300;BANANAS;4882;10;4881;32;;;4887;32;;;;;4884.5;140.3515625
1;86400;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;732.0
1;86400;BANANAS;4881;25;;;;;4887;2;4888;23;;;4884.0;144.390625
1;86500;BANANAS;4881;21;;;;;4888;21;;;;;4884.5;153.0625
1;86500;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;732.0
1;86600;BANANAS;4881;30;;;;;4882;1;4888;30;;;4881.5;153.359375
1;86600;PEARLS;9995;30;;;;;9998;8;10005;30;;;9996.5;732.0
1;86700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;732.0
1;86700;BANANAS;4882;27;;;;;4888;28;;;;;4885.0;160.296875
1;86800;PEARLS;9995;30;;;;;10002;5;10005;30;;;9998.5;732.0
1;86800;BANANAS;4882;30;;;;;4887;5;4889;30;;;4884.5;168.125
1;86900;PEARLS;9995;28;;;;;10000;2;10005;28;;;9997.5;732.0
1;86900;BANANAS;4888;1;4883;28;;;4889;28;;;;;4888.5;178.7109375
1;87000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;732.0
1;87000;BANANAS;4882;27;;;;;4889;27;;;;;4885.5;171.7109375
1;87100;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;732.0
1;87100;BANANAS;4882;27;;;;;4889;27;;;;;4885.5;166.2578125
1;87200;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;732.0
1;87200;BANANAS;4882;23;;;;;4889;23;;;;;4885.5;169.4921875
1;87300;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;732.0
1;87300;BANANAS;4883;2;4882;27;;;4889;29;;;;;4886.0;178.203125
1;87400;BANANAS;4883;29;;;;;4889;1;4890;29;;;4886.0;182.078125
1;87400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;732.0
1;87500;BANANAS;4885;2;4883;1;4882;21;4889;22;;;;;4887.0;174.265625
1;87500;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;732.0
1;87600;BANANAS;4889;1;4883;31;;;4890;31;;;;;4889.5;191.984375
1;87600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;732.0
1;87700;BANANAS;4884;25;;;;;4885;5;4890;2;4891;23;4884.5;202.28125
1;87700;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;732.0
1;87800;PEARLS;9996;2;9995;29;;;9998;1;10004;2;10005;29;9997.0;732.0
1;87800;BANANAS;4884;31;;;;;4890;31;;;;;4887.0;200.5859375
1;87900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;732.0
1;87900;BANANAS;4889;1;4884;2;4883;21;4890;23;;;;;4889.5;195.0859375
1;88000;PEARLS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;732.0
1;88000;BANANAS;4883;28;;;;;4890;28;;;;;4886.5;188.390625
1;88100;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;734.0
1;88100;BANANAS;4884;1;4883;28;;;4890;29;;;;;4887.0;197.1015625
1;88200;PEARLS;9996;2;9995;20;;;9998;3;10004;2;10005;20;9997.0;734.0
1;88200;BANANAS;4884;2;4883;20;;;4886;2;4890;22;;;4885.0;195.0
1;88300;PEARLS;9998;5;9996;1;9995;29;10004;1;10005;29;;;10001.0;736.0
1;88300;BANANAS;4884;5;4883;30;;;4890;30;;;;;4887.0;190.453125
1;88400;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;736.0
1;88400;BANANAS;4889;1;4884;24;;;4890;24;;;;;4889.5;199.796875
1;88500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;736.0
1;88500;BANANAS;4883;22;;;;;4890;22;;;;;4886.5;195.0078125
1;88600;PEARLS;9998;4;9995;30;;;10005;30;;;;;10001.5;736.0
1;88600;BANANAS;4885;4;4884;30;;;4891;30;;;;;4888.0;201.546875
1;88700;PEARLS;9996;2;9995;25;;;9998;1;10004;2;10005;25;9997.0;736.0
1;88700;BANANAS;4884;27;;;;;4890;2;4891;25;;;4887.0;204.5703125
1;88800;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;736.0
1;88800;BANANAS;4884;29;;;;;4891;29;;;;;4887.5;207.5
1;88900;BANANAS;4885;27;;;;;4890;4;4891;1;4892;26;4887.5;225.234375
1;88900;PEARLS;9996;1;9995;26;;;10002;4;10004;1;10005;26;9999.0;736.0
1;89000;BANANAS;4886;5;4885;24;;;4891;24;;;;;4888.5;220.796875
1;89000;PEARLS;9998;5;9996;2;9995;22;10004;2;10005;22;;;10001.0;736.0
1;89100;BANANAS;4885;20;;;;;4892;21;;;;;4888.5;224.96875
1;89100;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;736.0
1;89200;BANANAS;4885;26;;;;;4892;26;;;;;4888.5;230.53125
1;89200;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;736.0
1;89300;BANANAS;4885;26;;;;;4891;26;;;;;4888.0;219.140625
1;89300;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;736.0
1;89400;BANANAS;4885;31;;;;;4892;31;;;;;4888.5;228.609375
1;89400;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;736.0
1;89500;BANANAS;4885;32;;;;;4892;32;;;;;4888.5;232.9765625
1;89500;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;736.0
1;89600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;736.0
1;89600;BANANAS;4885;25;;;;;4886;1;4888;6;4892;25;4885.5;228.953125
1;89700;BANANAS;4885;23;;;;;4891;2;4892;21;;;4888.0;225.640625
1;89700;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;736.0
1;89800;PEARLS;9998;8;9995;27;;;10005;27;;;;;10001.5;736.0
1;89800;BANANAS;4890;1;4886;8;4885;27;4892;27;;;;;4891.0;222.203125
1;89900;BANANAS;4885;30;;;;;4892;30;;;;;4888.5;228.8125
1;89900;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;736.0
1;90000;PEARLS;9995;22;;;;;10002;3;10005;22;;;9998.5;736.0
1;90000;BANANAS;4885;22;;;;;4890;3;4892;22;;;4887.5;232.703125
1;90100;BANANAS;4885;22;;;;;4892;22;;;;;4888.5;228.171875
1;90100;PEARLS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;736.0
1;90200;PEARLS;9998;7;9996;2;9995;24;10004;2;10005;24;;;10001.0;736.0
1;90200;BANANAS;4887;7;4886;26;;;4892;26;;;;;4889.5;240.8984375
1;90300;BANANAS;4886;28;;;;;4893;28;;;;;4889.5;241.75
1;90300;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;736.0
1;90400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;738.0
1;90400;BANANAS;4886;26;;;;;4893;26;;;;;4889.5;249.984375
1;90500;BANANAS;4889;5;4887;1;4886;27;4893;28;;;;;4891.0;256.0625
1;90500;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;738.0
1;90600;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;738.0
1;90600;BANANAS;4887;2;4886;21;;;4893;23;;;;;4890.0;256.9375
1;90700;BANANAS;4886;20;;;;;4893;20;;;;;4889.5;249.0625
1;90700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;738.0
1;90800;PEARLS;9996;1;9995;25;;;9998;1;10002;7;10004;1;9997.0;738.0
1;90800;BANANAS;4886;26;;;;;4891;7;4892;1;4893;25;4888.5;244.734375
1;90900;BANANAS;4887;8;4886;22;;;4893;22;;;;;4890.0;248.265625
1;90900;PEARLS;9998;8;9995;22;;;10005;22;;;;;10001.5;740.0
1;91000;PEARLS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;740.0
1;91000;BANANAS;4886;32;;;;;4892;2;4893;30;;;4889.0;242.734375
1;91100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;742.0
1;91100;BANANAS;4886;26;;;;;4893;26;;;;;4889.5;245.09375
1;91200;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;742.0
1;91200;BANANAS;4886;21;;;;;4892;21;;;;;4889.0;240.0
1;91300;PEARLS;10002;3;9995;22;;;10005;22;;;;;10003.5;742.0
1;91300;BANANAS;4885;22;;;;;4892;22;;;;;4888.5;232.953125
1;91400;PEARLS;9996;2;9995;24;;;10002;10;10004;2;10005;24;9999.0;748.0
1;91400;BANANAS;4886;26;;;;;4891;10;4892;2;4893;24;4888.5;245.609375
1;91500;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;748.0
1;91500;BANANAS;4886;27;;;;;4892;27;;;;;4889.0;240.9375
1;91600;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;748.0
1;91600;BANANAS;4886;21;;;;;4892;22;;;;;4889.0;241.0859375
1;91700;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;748.0
1;91700;BANANAS;4885;26;;;;;4892;26;;;;;4888.5;231.546875
1;91800;PEARLS;10000;6;9996;1;9995;20;10004;1;10005;20;;;10002.0;748.0
1;91800;BANANAS;4885;20;;;;;4892;21;;;;;4888.5;234.03125
1;91900;BANANAS;4886;1;4885;29;;;4892;30;;;;;4889.0;235.328125
1;91900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;748.0
1;92000;BANANAS;4888;1;4885;24;;;4890;3;4892;24;;;4889.0;228.3671875
1;92000;PEARLS;9996;1;9995;23;;;10002;3;10004;1;10005;23;9999.0;748.0
1;92100;BANANAS;4885;31;;;;;4891;2;4892;29;;;4888.0;222.0
1;92100;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;748.0
1;92200;PEARLS;10002;3;9998;5;9995;29;10005;29;;;;;10003.5;748.0
1;92200;BANANAS;4885;5;4884;29;;;4891;29;;;;;4888.0;216.4765625
1;92300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;754.0
1;92300;BANANAS;4887;1;4884;25;;;4891;25;;;;;4889.0;209.046875
1;92400;PEARLS;9995;21;;;;;10002;6;10005;21;;;9998.5;754.0
1;92400;BANANAS;4884;21;;;;;4889;6;4891;21;;;4886.5;205.6328125
1;92500;PEARLS;9996;2;9995;27;;;10002;5;10004;2;10005;27;9999.0;754.0
1;92500;BANANAS;4884;29;;;;;4889;5;4891;29;;;4886.5;210.296875
1;92600;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;754.0
1;92600;BANANAS;4883;27;;;;;4884;1;4886;1;4890;27;4883.5;196.6328125
1;92700;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;754.0
1;92700;BANANAS;4883;27;;;;;4889;2;4890;25;;;4886.0;184.4375
1;92800;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;754.0
1;92800;BANANAS;4882;30;;;;;4889;30;;;;;4885.5;171.3359375
1;92900;PEARLS;9998;1;9996;2;9995;28;10004;2;10005;28;;;10001.0;754.0
1;92900;BANANAS;4883;3;4882;28;;;4889;30;;;;;4886.0;174.59375
1;93000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;754.0
1;93000;BANANAS;4882;23;;;;;4889;23;;;;;4885.5;172.71875
1;93100;PEARLS;9998;8;9996;2;9995;25;10000;1;10004;2;10005;25;9999.0;754.0
1;93100;BANANAS;4883;10;4882;25;;;4889;27;;;;;4886.0;173.96875
1;93200;PEARLS;9998;5;9995;23;;;10005;23;;;;;10001.5;754.0
1;93200;BANANAS;4884;5;4883;23;;;4890;23;;;;;4887.0;183.0
1;93300;PEARLS;9995;23;;;;;10000;6;10002;3;10005;23;9997.5;754.0
1;93300;BANANAS;4883;23;;;;;4887;3;4889;23;;;4885.0;180.25
1;93400;BANANAS;4883;23;;;;;4890;23;;;;;4886.5;181.59375
1;93400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;754.0
1;93500;BANANAS;4883;1;4882;28;;;4889;29;;;;;4886.0;177.0625
1;93500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;754.0
1;93600;BANANAS;4882;29;;;;;4887;4;4889;29;;;4884.5;166.25
1;93600;PEARLS;9995;29;;;;;9998;1;10002;4;10005;29;9996.5;754.0
1;93700;BANANAS;4883;7;4882;30;;;4889;30;;;;;4886.0;166.9453125
1;93700;PEARLS;9998;7;9996;1;9995;29;10004;1;10005;29;;;10001.0;756.0
1;93800;BANANAS;4882;21;;;;;4888;1;4889;20;;;4885.0;163.515625
1;93800;PEARLS;9996;1;9995;20;;;9998;5;10004;1;10005;20;9997.0;756.0
1;93900;BANANAS;4882;29;;;;;4888;2;4889;27;;;4885.0;166.0
1;93900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;766.0
1;94000;BANANAS;4881;22;;;;;4886;7;4888;22;;;4883.5;157.6484375
1;94000;PEARLS;9995;22;;;;;10002;7;10005;22;;;9998.5;766.0
1;94100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;766.0
1;94100;BANANAS;4881;31;;;;;4888;31;;;;;4884.5;147.0
1;94200;PEARLS;9995;28;;;;;10002;8;10005;28;;;9998.5;766.0
1;94200;BANANAS;4881;28;;;;;4886;8;4888;28;;;4883.5;152.7421875
1;94300;BANANAS;4882;2;4881;29;;;4888;31;;;;;4885.0;153.859375
1;94300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;766.0
1;94400;BANANAS;4881;5;4880;22;;;4887;23;;;;;4884.0;138.3984375
1;94400;PEARLS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;766.0
1;94500;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;766.0
1;94500;BANANAS;4880;21;;;;;4887;21;;;;;4883.5;126.7578125
1;94600;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;766.0
1;94600;BANANAS;4880;28;;;;;4887;28;;;;;4883.5;136.90625
1;94700;BANANAS;4885;1;4880;21;;;4887;21;;;;;4886.0;129.9375
1;94700;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;766.0
1;94800;BANANAS;4880;23;;;;;4886;1;4887;22;;;4883.0;125.359375
1;94800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;766.0
1;94900;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;766.0
1;94900;BANANAS;4880;28;;;;;4887;28;;;;;4883.5;131.765625
1;95000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;774.0
1;95000;BANANAS;4880;30;;;;;4886;1;4887;29;;;4883.0;125.1171875
1;95100;BANANAS;4885;1;4880;22;;;4886;2;4887;20;;;4885.5;122.5390625
1;95100;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;774.0
1;95200;BANANAS;4879;29;;;;;4886;29;;;;;4882.5;118.0625
1;95200;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;774.0
1;95300;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;774.0
1;95300;BANANAS;4886;1;4880;26;;;4887;26;;;;;4886.5;133.234375
1;95400;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;774.0
1;95400;BANANAS;4880;30;;;;;4886;2;4887;28;;;4883.0;124.3359375
1;95500;BANANAS;4879;21;;;;;4886;21;;;;;4882.5;117.828125
1;95500;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;774.0
1;95600;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;774.0
1;95600;BANANAS;4879;21;;;;;4886;21;;;;;4882.5;117.6484375
1;95700;PEARLS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;776.0
1;95700;BANANAS;4880;2;4879;27;;;4884;7;4886;29;;;4882.0;116.2578125
1;95800;PEARLS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;778.0
1;95800;BANANAS;4880;21;;;;;4886;1;4887;21;;;4883.0;125.6328125
1;95900;PEARLS;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;780.0
1;95900;BANANAS;4885;1;4881;9;4880;24;4887;24;;;;;4886.0;129.015625
1;96000;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;780.0
1;96000;BANANAS;4885;1;4880;1;4879;20;4886;21;;;;;4885.5;115.7734375
1;96100;PEARLS;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;780.0
1;96100;BANANAS;4880;26;;;;;4885;7;4886;27;;;4882.5;121.0859375
1;96200;PEARLS;9996;1;9995;20;;;10002;2;10004;1;10005;20;9999.0;780.0
1;96200;BANANAS;4879;21;;;;;4884;2;4886;21;;;4881.5;112.109375
1;96300;BANANAS;4879;23;;;;;4886;23;;;;;4882.5;115.5859375
1;96300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;780.0
1;96400;BANANAS;4880;2;4879;25;;;4886;27;;;;;4883.0;115.90625
1;96400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;780.0
1;96500;BANANAS;4879;27;;;;;4885;2;4886;25;;;4882.0;104.4140625
1;96500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;780.0
1;96600;BANANAS;4879;24;;;;;4885;1;4886;24;;;4882.0;102.046875
1;96600;PEARLS;10000;5;9996;1;9995;24;10004;1;10005;24;;;10002.0;780.0
1;96700;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;780.0
1;96700;BANANAS;4879;2;4878;30;;;4885;32;;;;;4882.0;93.859375
1;96800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;780.0
1;96800;BANANAS;4878;30;;;;;4884;2;4885;28;;;4881.0;85.890625
1;96900;PEARLS;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;780.0
1;96900;BANANAS;4879;1;4878;22;;;4885;23;;;;;4882.0;98.09375
1;97000;PEARLS;9996;1;9995;24;;;10002;2;10004;1;10005;24;9999.0;782.0
